REPR
L
L
L
L
L
L
L
L
C
L
LD
C
L
LD
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
G
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
NOR
L
L
NOR
L
L
L
L
L
L
L
L
L
L
C
LD
L
L
NOR
L
L
L
NOR
L
L
LD
L
L
NOR
L
L
L
L
O
C
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
NOR
NOR
L
L
L
L
C
L
L
G
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
C
NOR
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
C
L
C
L
L
L
L
C
L
L
L
L
C
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
L
NOR
L
G
L
L
L
C
L
LD
L
L
C
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
LD
L
L
LD
L
L
C
L
L
L
L
G
L
L
L
L
L
L
L
L
L
L
LD
NOR
L
L
L
L
L
L
L
O
L
L
L
NOR
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
C
L
UKIP
L
L
L
L
LD
NOR
L
L
L
NOR
L
L
L
L
L
L
L
UKIP
L
L
L
L
L
C
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
O
L
C
L
NOR
L
L
L
NOR
L
C
L
L
L
L
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
NOR
G
L
L
L
L
C
L
C
L
L
L
L
L
L
G
C
L
C
L
L
LD
L
L
O
L
NOR
L
L
L
L
L
L
L
C
L
L
L
L
L
LD
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
O
L
C
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
C
O
L
L
L
L
LD
L
C
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
NOR
L
L
L
LD
G
L
L
L
NOR
L
L
O
L
L
L
L
C
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
O
NOR
L
L
L
L
NOR
L
L
L
C
L
L
L
L
L
C
L
L
NOR
L
L
C
L
L
L
L
L
LD
L
L
L
L
C
NOR
O
L
L
L
L
L
NOR
L
L
L
L
L
L
L
O
L
L
L
NOR
L
C
C
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
C
L
C
O
L
L
C
L
L
L
L
L
L
LD
L
NOR
NOR
L
L
L
L
L
L
L
L
L
L
L
L
UKIP
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
LD
C
L
NOR
NOR
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
O
L
L
L
C
L
L
L
L
L
L
NOR
LD
C
L
L
L
C
L
L
L
LD
NOR
L
L
L
L
L
L
O
O
L
G
L
L
L
UKIP
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
C
L
L
G
L
C
L
LD
L
L
L
L
L
L
C
L
L
L
L
L
L
L
O
G
UKIP
O
L
L
LD
L
L
C
LD
L
L
L
NOR
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
C
O
NOR
L
L
O
L
O
L
L
L
LD
L
LD
L
L
L
LD
L
L
L
L
L
G
L
C
L
L
L
L
L
L
L
C
L
L
L
L
C
L
L
LD
L
L
C
L
L
L
L
L
L
C
L
L
L
L
L
L
C
L
L
L
L
C
NOR
L
L
L
L
C
L
L
LD
L
L
L
L
L
NOR
L
L
L
O
L
L
L
L
L
NOR
L
NOR
L
L
O
LD
C
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
O
NOR
L
L
L
L
L
L
L
L
L
C
UKIP
L
L
L
LD
L
G
L
NOR
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
C
L
C
L
L
O
L
L
L
L
L
L
L
C
L
L
L
L
L
O
C
L
L
L
L
NOR
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
NOR
L
NOR
G
L
C
L
L
L
L
L
L
L
L
NOR
L
L
L
LD
L
L
L
L
L
L
C
L
L
L
L
L
C
L
L
L
L
NOR
L
L
L
C
NOR
L
L
L
L
NOR
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
C
NOR
L
L
L
L
O
LD
NOR
NOR
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
L
O
L
L
L
G
L
L
L
L
L
L
C
NOR
L
L
L
L
L
L
L
L
O
NOR
L
NOR
L
L
L
C
L
L
L
C
C
L
L
L
L
L
NOR
L
NOR
L
L
NOR
NOR
L
L
L
L
NOR
L
L
L
C
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
NOR
C
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
LD
L
L
C
NOR
L
L
NOR
L
LD
G
L
L
UKIP
NOR
C
C
L
L
L
C
L
L
L
L
O
O
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
NOR
LD
LD
L
L
NOR
L
C
L
L
LD
L
L
L
L
C
O
L
L
L
NOR
L
L
L
L
C
L
L
L
L
L
C
L
L
L
L
NOR
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
C
LD
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
UKIP
L
L
L
L
L
L
C
L
O
L
L
L
O
L
L
NOR
L
L
NOR
L
C
L
NOR
L
L
L
NOR
L
L
L
L
L
C
L
L
L
L
L
G
L
C
C
LD
L
L
L
NOR
L
L
L
L
O
L
O
L
NOR
L
C
C
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
NOR
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
NOR
L
L
L
L
UKIP
L
C
L
L
L
L
L
L
L
L
L
C
L
C
L
O
C
L
C
L
C
O
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
C
L
L
L
L
L
NOR
L
C
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
NOR
L
L
C
L
L
L
C
O
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
LD
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
NOR
C
L
L
L
L
LD
L
L
L
L
C
L
L
L
C
C
L
C
L
L
L
L
L
L
L
L
O
L
C
L
O
C
L
L
L
L
LD
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
C
L
C
L
L
O
NOR
C
L
L
L
NOR
L
C
UKIP
L
L
L
LD
NOR
L
L
LD
C
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
C
L
L
L
L
L
LD
L
L
L
LD
L
NOR
LD
L
L
L
L
L
L
NOR
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
L
L
L
L
L
C
C
C
L
L
L
L
C
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
NOR
O
L
L
G
L
L
L
L
L
L
NOR
C
L
L
L
L
L
L
LD
L
L
L
LD
O
L
L
L
C
L
LD
L
NOR
L
L
L
C
G
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
C
LD
L
LD
L
L
L
L
LD
L
L
L
L
L
C
LD
L
L
L
C
O
L
C
LD
L
L
L
NOR
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
NOR
O
L
L
L
L
NOR
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
UKIP
L
L
L
C
L
L
O
L
L
L
L
L
UKIP
L
L
L
L
L
LD
L
L
NOR
L
L
L
L
L
L
L
O
C
G
L
L
L
C
L
L
L
L
C
L
L
L
L
L
L
LD
L
NOR
O
L
O
L
L
NOR
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
G
NOR
L
L
NOR
LD
L
C
L
L
L
L
L
C
LD
L
L
L
L
L
UKIP
L
L
L
L
LD
L
L
L
L
L
UKIP
C
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
C
C
G
L
L
L
L
O
NOR
L
L
L
L
L
L
L
L
L
C
LD
L
L
L
L
NOR
L
L
L
C
L
L
O
L
L
L
L
L
C
L
L
L
L
L
L
O
L
L
O
L
O
C
L
LD
L
UKIP
NOR
L
O
LD
C
L
L
L
L
UKIP
L
L
L
L
L
L
O
L
L
L
O
L
L
L
L
L
L
L
L
L
L
NOR
L
L
NOR
C
L
L
L
L
L
L
L
L
L
C
L
C
L
L
L
L
L
L
O
L
L
UKIP
C
G
L
L
L
L
LD
L
C
L
C
C
L
LD
NOR
L
L
L
L
LD
L
L
L
L
O
L
G
L
L
L
L
NOR
L
L
L
L
L
L
O
O
C
L
L
L
L
C
NOR
C
L
L
L
L
C
NOR
NOR
L
L
L
L
L
LD
G
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
UKIP
L
L
L
L
L
L
L
O
NOR
L
L
L
L
L
NOR
L
L
L
L
L
L
L
NOR
L
L
NOR
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
NOR
L
O
C
C
L
L
L
UKIP
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
O
L
NOR
NOR
L
L
L
L
C
LD
L
C
C
L
L
L
L
L
L
L
NOR
L
L
L
L
LD
L
L
NOR
L
L
O
L
L
L
C
L
NOR
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
C
L
L
L
O
L
L
LD
L
L
NOR
L
L
C
L
L
C
L
L
L
L
L
UKIP
LD
L
L
L
C
L
L
L
L
NOR
L
L
L
L
C
L
L
L
NOR
C
LD
L
L
L
C
L
L
L
O
L
L
L
L
L
C
L
L
L
O
L
L
O
L
L
O
L
UKIP
L
L
L
L
L
G
L
L
L
L
C
L
O
L
L
LD
L
L
L
L
O
L
L
L
NOR
NOR
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
LD
L
L
C
L
L
L
L
NOR
L
L
C
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
C
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
O
L
O
NOR
L
L
L
L
L
L
C
L
L
L
L
L
L
O
C
L
L
L
L
C
C
L
L
L
L
L
L
L
L
NOR
L
L
LD
LD
L
L
L
L
L
L
NOR
C
L
L
L
L
L
L
L
L
L
O
LD
L
LD
C
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
UKIP
L
L
L
C
L
L
L
G
L
O
L
L
L
L
L
L
L
G
L
L
L
L
C
NOR
L
L
L
UKIP
L
L
L
NOR
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
LD
L
L
L
O
L
L
L
L
L
L
L
L
L
L
C
O
LD
L
C
C
L
L
L
LD
C
L
L
L
L
L
L
C
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
C
L
LD
L
C
C
L
C
L
C
O
L
L
L
O
LD
L
L
L
O
L
L
L
L
L
L
L
L
C
O
L
L
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
C
L
L
L
C
L
L
L
O
L
L
NOR
L
L
L
O
L
L
L
L
L
O
L
L
L
LD
L
C
L
L
C
L
L
L
L
L
L
L
C
L
L
L
L
L
O
L
NOR
L
G
G
LD
L
L
L
L
L
C
NOR
L
L
L
L
C
L
L
NOR
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
L
LD
O
L
L
L
C
L
L
L
L
L
L
C
L
L
NOR
L
L
C
C
L
C
L
NOR
L
L
L
L
C
L
L
L
L
L
L
L
L
L
O
L
L
LD
L
L
L
L
L
LD
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
LD
L
L
LD
L
L
L
L
L
NOR
L
C
C
O
C
UKIP
LD
L
L
L
L
L
NOR
L
L
C
L
L
NOR
L
L
L
L
L
L
C
L
C
L
L
L
L
L
C
L
L
L
L
L
L
L
C
L
L
L
L
L
NOR
L
L
L
L
C
L
C
L
LD
L
L
NOR
L
O
L
L
NOR
L
C
O
L
O
L
O
L
C
L
L
L
C
L
C
C
NOR
C
L
L
C
L
L
L
L
C
LD
L
L
O
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
C
NOR
C
NOR
C
NOR
L
L
L
G
L
O
L
L
L
L
L
L
O
C
L
O
C
L
C
L
L
L
L
L
C
L
LD
LD
L
C
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
L
L
O
L
L
L
C
L
L
L
L
C
L
L
L
C
L
L
L
L
NOR
LD
L
L
L
L
L
O
L
L
L
L
L
NOR
L
L
L
NOR
LD
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
L
L
L
C
L
L
L
L
L
LD
L
L
L
NOR
L
L
L
NOR
NOR
L
LD
NOR
L
L
L
L
L
L
L
L
L
L
L
LD
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
NOR
L
L
L
NOR
L
L
C
L
L
L
NOR
L
L
L
L
L
C
L
NOR
O
L
L
L
L
C
L
L
O
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
LD
L
C
L
L
L
L
L
L
L
UKIP
L
L
L
L
L
L
O
L
L
L
L
L
L
LD
L
L
L
L
L
L
C
NOR
L
L
L
NOR
L
L
L
L
L
NOR
L
L
L
L
L
L
NOR
LD
L
L
L
L
L
L
L
L
G
L
C
NOR
L
L
L
L
NOR
L
L
L
NOR
C
O
L
C
NOR
L
L
LD
L
L
L
L
L
C
L
L
L
L
L
C
L
LD
L
L
L
L
L
G
L
L
L
NOR
L
LD
C
L
L
C
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
C
LD
L
NOR
L
L
L
L
NOR
C
L
L
LD
C
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
UKIP
C
L
L
L
L
L
NOR
L
L
C
L
L
G
L
L
L
L
L
L
C
L
C
L
L
L
L
L
LD
L
L
C
L
L
L
L
L
L
L
O
L
L
L
O
L
L
L
NOR
L
L
L
C
L
L
LD
L
L
L
L
C
C
L
L
L
L
NOR
L
L
LD
L
L
L
L
C
L
L
L
L
C
L
L
L
L
L
L
L
L
C
L
C
L
L
L
NOR
O
L
C
L
O
LD
L
L
L
L
L
L
C
L
L
L
L
L
C
L
C
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
O
L
L
NOR
NOR
L
L
LD
L
L
L
L
L
L
L
L
L
L
C
L
NOR
L
L
L
L
L
L
L
L
C
L
L
NOR
L
LD
L
L
L
L
C
NOR
L
L
NOR
L
L
L
L
L
NOR
O
L
L
L
O
G
L
L
O
L
NOR
L
L
L
L
L
L
C
LD
L
L
L
L
L
L
C
L
C
C
L
L
LD
L
NOR
C
L
UKIP
C
O
L
L
L
L
L
L
L
L
C
O
L
O
L
L
L
LD
L
L
L
L
NOR
NOR
L
L
LD
LD
NOR
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
O
C
L
L
O
L
LD
L
UKIP
C
L
C
L
L
C
L
L
LD
L
O
L
LD
L
O
NOR
L
L
L
L
L
C
C
L
L
C
UKIP
L
C
L
L
L
C
L
L
NOR
C
L
L
LD
L
L
L
C
L
L
L
NOR
L
L
C
L
L
L
L
L
L
L
G
L
L
L
C
L
L
L
L
L
L
L
O
LD
L
L
L
L
NOR
L
L
L
L
O
C
C
NOR
C
L
C
L
L
L
O
O
L
L
L
L
L
L
L
NOR
L
L
C
L
L
L
L
L
L
NOR
LD
L
C
C
L
L
C
L
L
L
LD
L
L
L
LD
NOR
L
L
NOR
L
L
L
L
C
C
L
L
L
L
C
L
L
L
NOR
L
L
L
C
L
L
O
L
L
L
L
L
UKIP
L
L
L
L
C
L
L
L
L
L
L
L
L
UKIP
L
NOR
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
C
L
O
L
LD
L
NOR
L
L
L
L
L
C
L
L
C
L
LD
L
L
L
L
C
L
L
L
L
L
L
C
L
O
L
L
L
L
L
NOR
L
L
L
L
L
L
L
NOR
L
L
L
C
O
L
L
L
L
L
L
NOR
LD
L
L
L
L
L
O
C
L
L
O
NOR
C
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
C
L
O
C
L
O
L
L
O
NOR
L
L
L
LD
C
C
L
NOR
L
L
L
L
LD
L
L
C
L
L
LD
L
L
L
L
L
C
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
C
L
L
C
L
L
L
L
L
L
L
L
NOR
L
L
C
L
L
L
L
L
O
L
C
L
L
L
L
C
L
L
LD
L
C
L
C
L
LD
L
O
L
L
C
L
L
L
L
L
L
L
UKIP
L
O
LD
L
C
L
L
L
LD
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
O
C
L
L
L
G
L
L
LD
L
C
L
NOR
C
C
L
L
L
LD
L
LD
L
LD
L
L
L
LD
L
L
C
L
NOR
NOR
C
O
NOR
L
L
C
L
L
L
L
L
L
L
L
LD
C
L
L
L
L
L
L
L
L
L
G
L
L
L
L
L
L
L
C
L
NOR
L
L
L
NOR
L
L
C
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
NOR
L
L
L
L
L
L
L
L
L
L
L
O
C
L
L
NOR
L
L
L
L
O
C
LD
NOR
C
L
C
L
L
L
L
L
L
L
L
NOR
NOR
L
L
L
NOR
L
L
L
L
L
L
O
L
L
L
L
L
L
L
L
C
LD
NOR
L
L
C
L
NOR
L
NOR
L
L
L
L
C
L
L
G
L
C
L
L
C
NOR
L
L
L
C
L
LD
L
L
L
L
L
NOR
L
L
L
NOR
L
C
C
L
L
O
L
LD
C
C
L
L
L
L
L
L
NOR
L
L
L
L
L
L
NOR
L
L
L
O
L
L
L
L
L
C
L
L
L
L
C
C
L
L
L
L
L
L
L
L
LD
O
C
L
L
L
L
L
L
L
L
LD
LD
UKIP
O
L
L
L
L
LD
O
O
L
L
L
LD
O
O
C
L
C
O
L
L
L
C
L
C
L
C
L
C
LD
L
L
L
L
L
L
C
L
L
L
C
L
LD
L
L
O
L
L
L
L
L
L
NOR
L
C
L
L
L
L
NOR
L
L
L
L
L
L
O
L
L
L
L
O
NOR
L
L
L
L
L
C
L
L
L
NOR
L
L
L
L
LD
NOR
NOR
L
L
G
L
L
C
L
L
L
L
L
L
C
L
L
L
L
L
L
L
L
L
L
G
L
C
L
L
L
C
L
L
LD
L
L
C
L
L
L
L
L
LD
L
L
LD
L
C
L
L
L
L
L
L
L
L
LD
L
C
L
L
O
L
L
L
L
L
L
L
UKIP
L
L
O
O
L
NOR
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
NOR
L
L
L
LD
L
L
C
L
L
L
L
C
L
L
L
L
L
C
L
L
L
UKIP
L
O
NOR
L
L
L
C
LD
C
L
NOR
C
L
C
L
L
L
L
L
NOR
O
L
C
L
L
C
L
L
L
O
C
L
LD
L
L
C
L
C
L
L
L
O
L
L
C
L
L
L
L
NOR
L
L
L
L
C
C
C
L
L
L
L
L
L
L
L
L
C
L
L
NOR
L
L
L
L
L
L
L
L
L
L
NOR
L
L
C
C
L
NOR
L
NOR
L
LD
C
LD
C
L
L
L
L
O
L
LD
L
L
C
L
L
L
L
L
L
L
L
LD
L
L
L
L
L
L
L
L
LD
L
NOR
LD
NOR
L
L
L
C
L
L
L
C
L
L
LD
NOR
C
L
